images,denomination,labels
../images/ric.2_3(2).hdn.1600-1606\ID61354vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1600-1606\ID61355rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1600-1606\ID61355vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1600-1606\ID61356rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1600-1606\ID61356vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1600-1606\ID61357rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1600-1606\ID61357vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1608-1612\1944.100.47432.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\1944.100.47432.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\1987.17.4.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\1987.17.4.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID171606rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID171606vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID61358rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID61358vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID61359rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID61359vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID61360rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID61360vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID61361rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID61361vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID61362rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1608-1612\ID61362vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1613-1618\1944.100.47433.obv.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\1944.100.47433.rev.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\1944.100.47434.obv.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\1944.100.47434.rev.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID171607rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID171607vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID171608rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID171608vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID171609rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID171609vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID201213rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID201213vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID61364rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID61364vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID61365rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID61365vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID61366rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID61366vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID61367rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1613-1618\ID61367vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1620-1623\ID61368rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1620-1623\ID61368vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1620-1623\ID61369rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1620-1623\ID61369vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1620-1623\ID61370rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1620-1623\ID61370vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1620-1623\ID61371rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1620-1623\ID61371vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1624-1630\1944.100.47436.obv.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\1944.100.47436.rev.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID171610rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID171610vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID171611rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID171611vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID61372rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID61372vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID61373rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID61373vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID61374rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID61374vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID61375rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1624-1630\ID61375vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1635-1640\ID171612rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1635-1640\ID171612vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1635-1640\ID171613rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1635-1640\ID171613vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1635-1640\ID61376rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1635-1640\ID61376vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1635-1640\ID61377rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1635-1640\ID61377vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1635-1640\ID61378rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1635-1640\ID61378vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1641-1647\1929.104.16.obv.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\1929.104.16.rev.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID171614rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID171614vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID171615rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID171615vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID171616rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID171616vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID171617rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID171617vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID61379rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID61379vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID61380rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID61380vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID61381rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID61381vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID61382rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\ID61382vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1641-1647\LEIC-F1D578.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1648-1654\1995.11.227.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1648-1654\1995.11.227.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1648-1654\ID61383rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1648-1654\ID61383vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1648-1654\ID61384rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1648-1654\ID61384vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1655-1662\ID171618rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID171618vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID171619rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID171619vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61386rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61386vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61387rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61387vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61388rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61388vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61389rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61389vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61390rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61390vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61391rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61391vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61392rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1655-1662\ID61392vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1664-1667\1944.100.47441.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\1944.100.47441.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\1969.222.1375.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\1969.222.1375.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\1987.17.1.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\1987.17.1.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\ID171620rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\ID171620vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\ID61393rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\ID61393vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\ID61394rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\ID61394vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\ID61395rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\ID61395vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\ID61396rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1664-1667\ID61396vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1668-1673\1944.100.47454.obv.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\1944.100.47454.rev.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\1969.222.1376.obv.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\1969.222.1376.rev.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171621rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171621vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171622rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171622vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171623rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171623vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171624rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171624vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171625rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171625vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171626rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171626vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171627rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171627vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171628rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID171628vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID61397rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID61397vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID61398rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID61398vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID61399rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID61399vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID61400rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1668-1673\ID61400vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.167\1911.23.85.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\1911.23.85.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\1956.127.1723.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\1956.127.1723.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\1956.127.88.obv.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\1956.127.88.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\ID170822rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\ID170822vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\ID171336rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\ID171336vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\ID173918rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\ID173918vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\ID60806rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\ID60806vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\ID60839rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.167\ID60839vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.1674-1675\ID171630rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1674-1675\ID171630vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1674-1675\ID61401rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1674-1675\ID61401vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1676-1680\1995.11.236.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1676-1680\1995.11.236.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1676-1680\ID171631rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1676-1680\ID171631vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1676-1680\ID61402rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1676-1680\ID61402vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1676-1680\ID61403rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1676-1680\ID61403vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1676-1680\IOW2020153.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1681-1683\1944.100.47457.obv.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1681-1683\1944.100.47457.rev.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1681-1683\1995.11.212.obv.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1681-1683\1995.11.212.rev.noscale.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1681-1683\ID61404rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1681-1683\ID61404vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1681-1683\ID61405rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1681-1683\ID61405vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1681-1683\ID61406rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1681-1683\ID61406vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1681-1683\ID61412rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1681-1683\ID61412vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1684-1685\18204615rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1684-1685\18204615vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1684-1685\5F19EC.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1684-1685\ID61413rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1684-1685\ID61413vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID171629rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID171629vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID61407rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID61407vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID61408rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID61408vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID61409rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID61409vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID61410rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID61410vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID61411rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1686-1687\ID61411vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1696-1698\1944.100.47458.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1696-1698\1944.100.47458.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1696-1698\ID61416rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1696-1698\ID61416vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1696-1698\ID61422rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1696-1698\ID61422vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1699-1703\ID171632rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1699-1703\ID171632vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1699-1703\ID171633rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1699-1703\ID171633vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1699-1703\ID61419rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1699-1703\ID61419vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1699-1703\ID61420rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1699-1703\ID61420vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.17-18\ID170805rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.17-18\ID170805vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.17-18\ID60788rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.17-18\ID60789rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.1704-1705\ID171634rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1704-1705\ID171634vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1704-1705\ID61417rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1704-1705\ID61417vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1706-1708\ID171635rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171635vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171636rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171636vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171637rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171637vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171638rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171638vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171639rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171639vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171640rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171640vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171641rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID171641vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID61418rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID61418vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID61421rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1706-1708\ID61421vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.171\18204657rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.171\18204657vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.171\ID170893rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.171\ID170893vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.171\ID60841rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.171\ID60841vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.171\ID60842rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.171\ID60842vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.171\ID61042rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.171\ID61042vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.1725\1952.33.1.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1725\1952.33.1.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1725\ID61424rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1725\ID61424vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1728-1730\ID61428rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1728-1730\ID61428vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1735-1736\ID61429rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1735-1736\ID61429vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1735-1736\ID61430rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1735-1736\ID61430vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1737-1739\ID61431rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1737-1739\ID61431vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.174-175\18248782rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.174-175\18248782vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.174-175\1956.127.98.rev.noscale.jpg,Denarius,2
../images/ric.2_3(2).hdn.174-175\ID1327vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.174-175\ID170835vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.174-175\ID60844rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.174-175\ID682rs_opt.jpg,Denarius,2
../images/ric.2_3(2).hdn.174-175\ID682vs_exp.jpg,Denarius,2
../images/ric.2_3(2).hdn.1740-1742\1944.100.47423.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1740-1742\1944.100.47423.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1740-1742\ID61432rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1740-1742\ID61432vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1740-1742\ID61433rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1740-1742\ID61433vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1740-1742\ID61434rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1740-1742\ID61434vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1745-1747\1995.11.234.obv.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1745-1747\1995.11.234.rev.noscale.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1745-1747\ID61435rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1745-1747\ID61435vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1745-1747\ID61436rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1745-1747\ID61436vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1745-1747\ID61437rs_opt.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1745-1747\ID61437vs_exp.jpg,Sestertius,9
../images/ric.2_3(2).hdn.1748-1751\ID171643rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1748-1751\ID171643vs_exp.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1748-1751\ID61438rs_opt.jpg,Dupondius||As,4
../images/ric.2_3(2).hdn.1748-1751\ID61438vs_exp.jpg,Dupondius||As,4
