"URI","Title","RecordId","From Date","To Date","Authority","Deity","Denomination","Findspot","Issuer","Manufacture","Material","Mint","Object Type","Portrait","Region","Symbol_obv","Symbol_obv_letter","Symbol_rev","Symbol_rev_letter","Obverse Legend","Obverse Type","Reverse Legend","Reverse Type","Reverse Officina Mark","Reverse Exergue","Date Record Modified"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2011-2013","RIC II, Part 3 (second edition) Hadrian 2011-2013","ric.2_3(2).hdn.2011-2013","133","135","Hadrian","Fortuna","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, draped, right, viewed from rear or side","FORTVNA AVG","Fortuna standing left, holding patera and cornucopia","","","2022-01-20T02:44:08Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.687-689","RIC II, Part 3 (second edition) Hadrian 687-689","ric.2_3(2).hdn.687-689","121","123","Hadrian","","Quadrans","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Head of Hadrian, laureate, right | Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","","MET/•/NOR within a wreath","","","2022-01-20T02:43:53Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.977-983","RIC II, Part 3 (second edition) Hadrian 977-983","ric.2_3(2).hdn.977-983","128","129","Hadrian","Fortuna","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS P P","Head of Hadrian, laureate, right | Head of Hadrian, laureate, left | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped, left, viewed from rear or side | Bust of Hadrian, draped, left, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","COS III // S C (in field)","Fortuna seated left, holding rudder and cornucopia","","","2022-01-20T02:43:57Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.984-987","RIC II, Part 3 (second edition) Hadrian 984-987","ric.2_3(2).hdn.984-987","128","129","Hadrian","Fortuna","Dupondius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS P P","Head of Hadrian, laureate, right | Bust of Hadrian, draped, right, viewed from rear or side | Bust of Hadrian, draped, left, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","COS III // S C (in field)","Fortuna seated left, holding rudder and cornucopia","","","2022-01-20T02:43:57Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2214-2217","RIC II, Part 3 (second edition) Hadrian 2214-2217","ric.2_3(2).hdn.2214-2217","136","136","Hadrian","Liberalitas","Aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, right | Bust of Hadrian, bare chest, traces of drapery on far shoulder usually visible, right | Head of Hadrian, left | Bust of Hadrian, draped, right, viewed from rear or side","LIBERALITAS AVG VII","Liberalitas standing left, holding coin scoop and cornucopia","","","2022-01-20T02:44:10Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1529-1532","RIC II, Part 3 (second edition) Hadrian 1529-1532","ric.2_3(2).hdn.1529-1532","130","133","Hadrian","Hispania","Aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, right | Head of Hadrian, left | Bust of Hadrian, draped, right, viewed from rear or side | Bust of Hadrian, draped, left, viewed from rear or side","HISPANIA","Hispania reclining left on rocks, holding branch; to left, rabbit","","","2022-01-20T02:44:03Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1544-1547","RIC II, Part 3 (second edition) Hadrian 1544-1547","ric.2_3(2).hdn.1544-1547","130","133","Hadrian","Nilus","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, right | Head of Hadrian, laureate, left | Head of Hadrian, left | Bust of Hadrian, draped, right, viewed from rear or side","NILVS","Nilus reclining right, holding reed and cornucopia; in water below, crocodile and hippo or reeds","","","2022-01-20T02:44:04Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1285-1298","RIC II, Part 3 (second edition) Hadrian 1285-1298","ric.2_3(2).hdn.1285-1298","129","130","Hadrian","","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right | Head of Hadrian, right | Head of Hadrian, laureate, left | Head of Hadrian, left | Bust of Hadrian, bare chest, traces of drapery on far shoulder usually visible, right | Bust of Hadrian, laureate, cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped, left, viewed from rear or side | Bust of Hadrian, draped, left, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side | Bust of Hadrian, draped and cuirassed, right, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, left, viewed from rear or side","FELICITATI AVG COS III P P // S C (in exergue or field)","Ship, left; Minerva Promachus, Triton, or Pegasus as figurehead","","","2022-01-20T02:44:01Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2593-2594","RIC II, Part 3 (second edition) Hadrian 2593-2594","ric.2_3(2).hdn.2593-2594","136","138","Hadrian","","Dupondius||As","","","Struck","Bronze","Rome","Coin","Sabina||Hadrian","Italy","","","","","SABINA AVGVSTA","Bust of Sabina, diademed, wearing stephane with hair in queue, draped, right | Bust of Sabina, diademed, wearing stephane with hair in queue, draped, left","HADRIANVS AVG","Head of Hadrian, right","","","2022-01-20T02:44:15Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2373-2375","RIC II, Part 3 (second edition) Hadrian 2373-2375","ric.2_3(2).hdn.2373-2375","137","138","Hadrian","Aequitas","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side","AEQVITAS AVG // S C (in field)","Aequitas standing left, holding scales and sceptre","","","2022-01-20T02:44:12Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2403-2405","RIC II, Part 3 (second edition) Hadrian 2403-2405","ric.2_3(2).hdn.2403-2405","137","138","Hadrian","Diana","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side","// S C (in field)","Diana standing left, holding arrow and bow","","","2022-01-20T02:44:13Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.8-9","RIC II, Part 3 (second edition) Hadrian 8-9","ric.2_3(2).hdn.8-9","117","117","Hadrian","","Denarius","","","Struck","Silver","Rome","Coin","Hadrian||Trajan","Italy","","","","","IMP CAES TRAIAN HADRIANO OPT AVG GER DAC","Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right | Bust of Hadrian, laureate, cuirassed, right, viewed from front","PARTHIC DIVI TRAIAN AVG F P M TR P COS P P // ADOPTIO (in exergue)","Trajan standing right, Hadrian standing left, both clasping hands","","","2022-01-20T02:43:43Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.3041-3044","RIC II, Part 3 (second edition) Hadrian 3041-3044","ric.2_3(2).hdn.3041-3044","128","130","Hadrian","Genius","Denarius","","","Struck","Silver","Eastern Mint","Coin","Hadrian","Uncertain value","","","","","HADRIANVS AVGVSTVS P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front","COS III","Genius standing left, holding patera and cornucopia; to left, altar","","","2022-01-20T02:44:20Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1095-1098","RIC II, Part 3 (second edition) Hadrian 1095-1098","ric.2_3(2).hdn.1095-1098","129","130","Hadrian","Justitia","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, left, viewed from front","IVSTITIA AVG // COS III P P (in exergue)","Justitia seated left, holding patera and sceptre","","","2022-01-20T02:43:59Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1475-1480","RIC II, Part 3 (second edition) Hadrian 1475-1480","ric.2_3(2).hdn.1475-1480","130","133","Hadrian","Egypt","Aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, right | Head of Hadrian, left | Bust of Hadrian, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped, left, viewed from rear or side | Bust of Hadrian, draped, left, viewed from rear or side | Bust of Hadrian, draped and cuirassed, right, viewed from rear or side","AEGYPTOS","Egypt reclining left, holding sistrum and leaning on corn basket; to left, ibis","","","2022-01-20T02:44:03Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2106-2107","RIC II, Part 3 (second edition) Hadrian 2106-2107","ric.2_3(2).hdn.2106-2107","133","135","Hadrian","Fortuna","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side","FORT REDVCI // S C (in exergue)","Hadrian standing right, holding scroll and greeting Fortuna, standing left, holding cornucopia and rudder","","","2022-01-20T02:44:09Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1801-1802","RIC II, Part 3 (second edition) Hadrian 1801-1802","ric.2_3(2).hdn.1801-1802","130","133","Hadrian","Judea","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, left | Bust of Hadrian, laureate, draped, right, viewed from rear or side","// IVDAEA (in exergue) // S C (in field)","Hadrian standing right, raising kneeling Judaea; between them, two children holding palms; behind Judaea, one child holding palm","","","2022-01-20T02:44:06Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.541-547","RIC II, Part 3 (second edition) Hadrian 541-547","ric.2_3(2).hdn.541-547","121","123","Hadrian","Roma","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Head of Hadrian, laureate, right | Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right | Bust of Hadrian, laureate, cuirassed, cropped of pteryges, right, viewed from front | Bust of Hadrian, laureate, draped, right, viewed from front | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","P M TR P COS III","Roma seated left, usually on pile of arms, holding Victory and sceptre","","","2022-01-20T02:43:51Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.685-686","RIC II, Part 3 (second edition) Hadrian 685-686","ric.2_3(2).hdn.685-686","121","123","Hadrian","","Semis","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Head of Hadrian, laureate, right | Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right","","MET/•/NOR within a wreath","","","2022-01-20T02:43:53Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.3138-3139","RIC II, Part 3 (second edition) Hadrian 3138-3139","ric.2_3(2).hdn.3138-3139","130","138","Hadrian","Italia","Denarius","","","Struck","Silver","Eastern Mint","Coin","Hadrian","Uncertain value","","","","","HADRIANVS AVGVSTVS P P","Head of Hadrian, laureate, right | Head of Hadrian, right","ITALIA FELIX","Italia standing left, holding sceptre and cornucopia","","","2022-01-20T02:44:21Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2833-2834","RIC II, Part 3 (second edition) Hadrian 2833-2834","ric.2_3(2).hdn.2833-2834","124","127","Hadrian","","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right | Head of Hadrian, laureate, traces of drapery on far shoulder, right","// COS III (in exergue)","Pile of arms and armor","","","2022-01-20T02:44:17Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2398-2402","RIC II, Part 3 (second edition) Hadrian 2398-2402","ric.2_3(2).hdn.2398-2402","137","138","Hadrian","Diana","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right | Head of Hadrian, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front","// S C (in field)","Diana standing left, holding arrow and bow","","","2022-01-20T02:44:13Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.223-227","RIC II, Part 3 (second edition) Hadrian 223-227","ric.2_3(2).hdn.223-227","119","120","Hadrian","Pax","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Head of Hadrian, laureate, right | Head of Hadrian, laureate, left | Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right | Bust of Hadrian, laureate, cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped, right, viewed from front","P M TR P COS III","Pax standing left, holding branch and sceptre","","","2022-01-20T02:43:48Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.999","RIC II, Part 3 (second edition) Hadrian 999","ric.2_3(2).hdn.999","128","129","Hadrian","","Quadrans","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS P P","Head of Hadrian, laureate, right","","AELIANA / PINCEN / SIA or AELIANA / PINCENSIA within a wreath","","","2022-01-20T02:43:58Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.3088","RIC II, Part 3 (second edition) Hadrian 3088","ric.2_3(2).hdn.3088","128","130","Hadrian","","Denarius","","","Struck","Silver","Eastern Mint","Coin","Hadrian","Uncertain value","","","","","HADRIANVS AVGVSTVS P P","Head of Hadrian, laureate, right","COS III","Modius containing corn ears","","","2022-01-20T02:44:20Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1381","RIC II, Part 3 (second edition) Hadrian 1381","ric.2_3(2).hdn.1381","129","130","Hadrian","","Semis","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III P P","Seven stars within a crescent","","","2022-01-20T02:44:02Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1423","RIC II, Part 3 (second edition) Hadrian 1423","ric.2_3(2).hdn.1423","130","130","Hadrian","Romulus","Aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS P P","Head of Hadrian, left","ROMVLO CONDITORI","Romulus advancing right, holding spear and trophy","","","2022-01-20T02:44:03Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2433-2436","RIC II, Part 3 (second edition) Hadrian 2433-2436","ric.2_3(2).hdn.2433-2436","137","138","Hadrian","Spes","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side","SPES P R // S C (in field)","Spes advancing left, holding flower and robe","","","2022-01-20T02:44:13Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2378-2381","RIC II, Part 3 (second edition) Hadrian 2378-2381","ric.2_3(2).hdn.2378-2381","137","138","Hadrian","Modius","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","ANNONA AVG // S C (in field)","Modius with corn ears and poppies","","","2022-01-20T02:44:12Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2112-2115","RIC II, Part 3 (second edition) Hadrian 2112-2115","ric.2_3(2).hdn.2112-2115","133","135","Hadrian","Felicitas","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side","FELICITAS AVG // S C (in field)","Felicitas standing left, holding caduceus and cornucopia","","","2022-01-20T02:44:09Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2178-2181","RIC II, Part 3 (second edition) Hadrian 2178-2181","ric.2_3(2).hdn.2178-2181","133","135","Hadrian","Tellus","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side","TELLVS STABIL","Tellus, reclining left against basket of fruit, resting hand on globe and holding branch","","","2022-01-20T02:44:10Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2258-2261","RIC II, Part 3 (second edition) Hadrian 2258-2261","ric.2_3(2).hdn.2258-2261","136","136","Hadrian","Felicitas","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, draped, right, viewed from rear or side","FELICITAS AVG // S C (in field)","Felicitas standing left, holding branch and long caduceus","","","2022-01-20T02:44:10Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1162-1165","RIC II, Part 3 (second edition) Hadrian 1162-1165","ric.2_3(2).hdn.1162-1165","129","130","Hadrian","Justitia","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, right | Head of Hadrian, left | Bust of Hadrian, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, left, viewed from rear or side","IVSTITIA AVG P P // COS III (in exergue) // S C (in field)","Justitia seated left, holding patera and sceptre","","","2022-01-20T02:44:00Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1130-1136","RIC II, Part 3 (second edition) Hadrian 1130-1136","ric.2_3(2).hdn.1130-1136","129","130","Hadrian","Tranquillitas","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right | Head of Hadrian, right | Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right | Head of Hadrian, left | Bust of Hadrian, bare chest, traces of drapery on far shoulder usually visible, left | Bust of Hadrian, draped, right, viewed from rear or side | Bust of Hadrian, draped and cuirassed, right, viewed from rear or side","TRANQVILLITAS AVG COS III P P","Tranquillitas standing left, holding sceptre and resting arm on column","","","2022-01-20T02:44:00Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.396-402","RIC II, Part 3 (second edition) Hadrian 396-402","ric.2_3(2).hdn.396-402","120","121","Hadrian","Victory","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Head of Hadrian, laureate, right | Bust of Hadrian, laureate, bare chest, traces of drapery on far shoulder usually visible, right | Bust of Hadrian, laureate, cuirassed, right, viewed from front | Bust of Hadrian, laureate, cuirassed, cropped of pteryges, right, viewed from front | Bust of Hadrian, laureate, draped, right, viewed from front | Bust of Hadrian, laureate, draped, right, viewed from rear or side | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from front | Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","P M TR P COS III","Victory flying right, holding trophy in both hands","","","2022-01-20T02:43:50Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.933","RIC II, Part 3 (second edition) Hadrian 933","ric.2_3(2).hdn.933","128","129","Hadrian","","Aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS P P","Bust of Hadrian, draped, right, viewed from rear or side","COS III","Hadrian standing left, raising hand and holding spear; to left, two standards; to right, one standard","","","2022-01-20T02:43:57Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.857","RIC II, Part 3 (second edition) Hadrian 857","ric.2_3(2).hdn.857","126","127","Hadrian","Pudicitia","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III // • (in exergue)","Pudicitia, veiled, seated left, holding veil and placing hand on lap","","","2022-01-20T02:43:55Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.861","RIC II, Part 3 (second edition) Hadrian 861","ric.2_3(2).hdn.861","126","127","Hadrian","Virtus","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III // • (in exergue)","Virtus seated right on cuirass and shield, holding spear and parazonium","","","2022-01-20T02:43:55Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2165","RIC II, Part 3 (second edition) Hadrian 2165","ric.2_3(2).hdn.2165","133","135","Hadrian","Jupiter","Dupondius||As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right","IOVI CVSTODI","Jupiter seated left, holding thunderbolt and sceptre","","","2022-01-20T02:44:10Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.325","RIC II, Part 3 (second edition) Hadrian 325","ric.2_3(2).hdn.325","120","121","Hadrian","Libertas","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","IMP CAESAR TRAIAN HADRIANVS AVG","Head of Hadrian, laureate, right","P M TR P COS III","Libertas standing left, holding pileus and branch","","","2022-01-20T02:43:49Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.713","RIC II, Part 3 (second edition) Hadrian 713","ric.2_3(2).hdn.713","124","125","Hadrian","Spes","Quinarius aureus","","","Struck","Gold","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III","Spes advancing left, holding flower and lifting robe","","","2022-01-20T02:43:54Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.748","RIC II, Part 3 (second edition) Hadrian 748","ric.2_3(2).hdn.748","124","125","Hadrian","Janus","As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III // S C (in field)","Janus Quadrifons standing facing, faces left and right, holding sceptre","","","2022-01-20T02:43:54Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.754","RIC II, Part 3 (second edition) Hadrian 754","ric.2_3(2).hdn.754","124","125","Hadrian","","As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","COS III // S C (in exergue)","Griffin, springing right","","","2022-01-20T02:43:54Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.786","RIC II, Part 3 (second edition) Hadrian 786","ric.2_3(2).hdn.786","125","127","Hadrian","Hercules","Denarius","","","Struck","Silver","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III","Hercules, naked, seated right on cuirass, resting club on shields and holding Victory","","","2022-01-20T02:43:54Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.832","RIC II, Part 3 (second edition) Hadrian 832","ric.2_3(2).hdn.832","125","127","Hadrian","Aequitas||Moneta","Dupondius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III // S C (in field)","Aequitas-Moneta standing left, holding scales and cornucopia","","","2022-01-20T02:43:55Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.834","RIC II, Part 3 (second edition) Hadrian 834","ric.2_3(2).hdn.834","125","127","Hadrian","Aequitas||Moneta","Sestertius","","","Struck","Orichalcum","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Head of Hadrian, laureate, right","COS III // S C (in field)","Aequitas-Moneta standing left, holding scales and sceptre","","","2022-01-20T02:43:55Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.3127","RIC II, Part 3 (second edition) Hadrian 3127","ric.2_3(2).hdn.3127","130","138","Hadrian","Roma","Denarius","","","Struck","Silver","Eastern Mint","Coin","Hadrian","Uncertain value","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, right","ADVENTVS AVG","Roma standing right, holding spear or sceptre and clasping hands with Hadrian, standing left","","","2022-01-20T02:44:21Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.3151","RIC II, Part 3 (second edition) Hadrian 3151","ric.2_3(2).hdn.3151","130","138","Hadrian","Hispania","Denarius","","","Struck","Silver","Eastern Mint","Coin","Hadrian","Uncertain value","","","","","HADRIANVS AVGVSTVS P P","Bust of Hadrian, laureate, draped and cuirassed, left, viewed from front","RESTITVTORI HISPANIARE","Hadrian standing right, raising kneeling Hispania, holding olive branch; between them, rabbit","","","2022-01-20T02:44:21Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.3157","RIC II, Part 3 (second edition) Hadrian 3157","ric.2_3(2).hdn.3157","130","138","Hadrian","Fortuna","Denarius","","","Struck","Silver","Eastern Mint","Coin","Hadrian","Uncertain value","","","","","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, left","COS III","Fortuna standing left, holding rudder and cornucopia","","","2022-01-20T02:44:21Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.1387","RIC II, Part 3 (second edition) Hadrian 1387","ric.2_3(2).hdn.1387","129","130","Hadrian","","As","","","Struck","Bronze","Rome","Coin","Hadrian","Italy","","","","","HADRIANVS AVGVSTVS","Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","HADRIANVS AVGVSTVS","Bust of Hadrian, laureate, draped and cuirassed, right, viewed from rear or side","","","2022-01-20T02:44:02Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2704","RIC II, Part 3 (second edition) Hadrian 2704","ric.2_3(2).hdn.2704","137","137","Hadrian","","Dupondius||As","","","Struck","Bronze","Rome","Coin","Lucius Aelius||Hadrian","Italy","","","","","L AELIVS CAESAR","Head of Lucius Aelius Caesar, right","HADRIANVS AVG COS III P P","Head of Hadrian, laureate, right","","","2022-01-20T02:44:16Z"
"http://numismatics.org/ocre/id/ric.2_3(2).hdn.2592","RIC II, Part 3 (second edition) Hadrian 2592","ric.2_3(2).hdn.2592","136","138","Hadrian","","Dupondius||As","","","Struck","Bronze","Rome","Coin","Sabina||Hadrian","Italy","","","","","SABINA AVGVSTA","Bust of Sabina, diademed, wearing stephane with hair in queue, draped, left","HADRIANVS AVG","Head of Hadrian, laureate, right","","","2022-01-20T02:44:14Z"
